ident,lat,lon,label,type
27IL,39.1100,-90.3437,Jerseyville,heliport
27IN,39.9080,-86.1935,Indianapolis,heliport
27IS,38.1489,-88.6703,Dahlgren,small_airport
27JY,41.1262,-74.8227,Newton,heliport
27KS,39.1301,-101.7138,Goodland,small_airport
27LA,30.4488,-91.1532,Baton Rouge,heliport
27LL,38.3751,-90.3193,Valmeyer,small_airport
27LS,30.4589,-91.1789,Baton Rouge,heliport
27MA,41.8206,-71.1147,Berkley,seaplane_base
27MD,39.0983,-75.8950,Church Hill,small_airport
27ME,44.1333,-69.8896,Richmond,seaplane_base
27MI,43.3728,-83.4866,Vassar,small_airport
27MN,48.7375,-96.6545,Lake Bronson,small_airport
27MO,37.1939,-94.2242,Carthage,small_airport
27MS,32.7582,-89.4087,Carthage,small_airport
27MT,48.3244,-114.3265,Kalispell,small_airport
27NC,33.9507,-78.0244,Southport,heliport
27NE,40.7228,-101.7960,Grant,small_airport
27NH,43.6740,-72.2065,Hanover,heliport
27NJ,39.7482,-75.1280,Pitman,heliport
27NK,43.1133,-75.0445,Schyler,small_airport
27NY,41.6227,-74.2415,Wallkill,heliport
27OH,40.9467,-83.6799,Findlay,small_airport
27OK,36.7423,-96.9639,Ponca City,small_airport
27OR,44.6531,-124.0582,Newport,heliport
27PA,40.6514,-78.8272,Nicktown,heliport
27PS,41.8561,-76.8288,Columbia Cross Roads,small_airport
27SC,34.2294,-80.6822,Lugoff,heliport
27SD,44.2955,-97.5526,De Smet,heliport
27TA,32.3431,-95.1971,Tyler,heliport
27TE,31.7912,-106.2636,El Paso,heliport
27TN,35.2494,-90.0158,Memphis,heliport
27TS,33.0182,-96.5069,Wylie,heliport
27VA,38.7658,-77.4878,Manassas,heliport
27W,47.8194,-120.7200,Leavenworth,small_airport
27WA,48.3251,-122.3160,Conway,small_airport
27WI,44.8077,-92.7138,Prescott,small_airport
27WV,38.4788,-81.8037,Poca,small_airport
27XA,32.9794,-97.8899,Poolville,small_airport
27XS,29.8380,-95.9498,Brookshire,small_airport
28A,35.1210,-80.5873,Indian Trail,small_airport
28AK,61.8089,-147.8590,Glacier View,small_airport
28AR,35.8333,-91.4333,Charlotte,small_airport
28AZ,33.9228,-113.1810,Aguila,small_airport
28CA,36.9640,-120.6299,Dos Palos,small_airport
28CN,35.3832,-119.0206,Bakersfield,heliport
28CO,39.1178,-108.5390,Grand Junction,heliport
28FA,26.2782,-80.1220,Pompano Beach,heliport
28FD,30.7873,-85.2409,Marianna,heliport
28FL,29.4419,-81.5831,Cresent City,small_airport
28GE,34.2000,-85.4167,Lindale,heliport
28ID,45.5135,-115.4403,Dixie,small_airport
28II,37.9747,-86.0562,Laconia,small_airport
28IS,39.1948,-89.3118,Fillmore,small_airport
28KS,38.5425,-95.1561,Rantoul,small_airport
28KY,36.5759,-88.3134,Murray,small_airport
28LA,30.7833,-89.9167,Bogalusa,heliport
28LL,39.4603,-88.8684,Westervelt,small_airport
28LS,30.1692,-92.0625,Lafayette,heliport
28M,42.0251,-70.8381,Hanson,small_airport
28MA,42.0782,-72.8188,Southwick,small_airport
28MD,38.9088,-76.8669,Landover,heliport
28MI,44.8744,-85.7926,Cedar,small_airport
28MN,44.9636,-93.6225,Spring Park,seaplane_base
28MO,37.9739,-93.8188,Roscoe,small_airport
28MT,46.9524,-112.7471,Lincoln,small_airport
28N,39.5376,-74.9663,Vineland,small_airport
28NC,35.9558,-79.8189,Greensboro,balloonport
28ND,48.2847,-101.3060,Minot,heliport
28NE,41.7903,-97.0969,Clarkson,small_airport
28NH,42.9369,-71.6695,New Boston,heliport
28NK,44.1868,-76.0760,Clayton,small_airport
28NR,35.3475,-81.9950,Rutherfordton,small_airport
28NY,42.3083,-79.2250,Cassadaga,small_airport
28OH,41.7034,-84.0027,Lyons,small_airport
28OI,39.9806,-82.8416,Columbus,heliport
28OK,35.5111,-98.0368,Union City,small_airport
28OR,45.4790,-122.2340,Newberg,small_airport
28PN,40.2598,-76.9097,Wormleysburg,heliport
28TA,27.8336,-98.7170,Freer,small_airport
28TE,29.2683,-98.3370,Elmendorf,small_airport
28TN,35.1303,-89.8627,Memphis,heliport
28TT,31.9959,-97.0022,Bynum,small_airport
28TX,34.0859,-99.4551,Vernon,small_airport
K28U,43.4246,-117.3455,Owyhee,small_airport
28VA,37.1848,-80.5256,Radford,heliport
28VT,43.4868,-72.4030,Windsor,heliport
28WA,45.7304,-122.7350,Vancouver,small_airport
28WI,44.6041,-92.0466,Arkansaw,small_airport
28XA,27.6067,-99.4793,Laredo,heliport
28XS,32.6460,-96.3253,Kaufman,small_airport
29A,61.6289,-149.6180,Wasilla,seaplane_base
29AK,64.0468,-145.4327,Delta Junction,small_airport
29AL,31.8299,-86.6464,Greenville,heliport
29AR,35.2525,-91.6973,Searcy,heliport
29C,44.0478,-82.9142,Port Austin,small_airport
29CA,33.2559,-116.4540,Desert Hot Springs,heliport
29CL,34.0973,-118.2910,Los Angeles,heliport
29CN,38.8450,-120.8311,Georgetown,small_airport
29CO,39.0898,-108.5629,Grand Junction,heliport
K29F,34.3923,-101.7599,Kress,small_airport
29FA,26.6350,-81.8750,Fort Myers,seaplane_base
29FD,30.5681,-84.5489,Quincy,heliport
29FL,29.1985,-81.0532,Daytona Beach,heliport
29GA,33.3843,-84.6319,Sharpsburg,small_airport
29GE,33.8314,-84.3303,Atlanta,heliport
29IA,40.7557,-95.6235,Sidney,small_airport
29ID,43.8872,-116.6547,Emmett,small_airport
29II,41.6598,-86.8075,Michigan City,small_airport
29IN,41.0754,-85.3856,Columbia City,small_airport
29IS,40.7575,-88.5134,Fairbury,heliport
29JY,40.0782,-74.1322,Brick,heliport
29LA,30.4043,-91.1060,Baton Rouge,heliport
29LL,38.3392,-90.1625,Waterloo,heliport
29LS,30.2078,-93.2653,Lake Charles,seaplane_base
29MA,42.2015,-72.5981,Holyoke,heliport
29ME,44.4480,-69.5303,China,seaplane_base
29MI,42.6000,-84.4500,Mason,small_airport
29MN,46.0283,-96.3628,Tintah,small_airport
29MO,39.3508,-94.5186,Smithville,small_airport
29MT,47.7381,-115.5043,Trout Creek,small_airport
29N,39.5240,-75.0463,Vineland,small_airport
29NH,42.8884,-71.7378,Lyndeborough,heliport
29NJ,39.4840,-74.8808,Buena,heliport
29NK,42.1150,-75.9585,Johnson City,heliport
29NR,36.1406,-79.8834,Greensboro,heliport
29OH,40.6864,-81.3026,Magnolia,small_airport
29OI,41.8170,-81.0690,Madison,heliport
29PN,42.1117,-80.0801,Erie,heliport
29RI,41.5422,-71.2361,Portsmouth,heliport
29SC,32.9014,-80.8536,Walterboro,small_airport
29TN,35.6201,-85.1908,Pikeville,heliport
29TS,29.7285,-95.5945,Houston,heliport
29TX,34.0948,-99.3651,Vernon,small_airport
29VA,38.5293,-77.7389,Remington,small_airport
29VT,44.7564,-73.2667,Grand Isle,seaplane_base
29WA,47.2617,-122.4327,Tacoma,heliport
29XA,29.6732,-97.6538,Luling,heliport
29XS,31.1831,-94.7806,Diboll,heliport
2A7,39.9598,-83.0441,Columbus,heliport
2A8,34.2170,-87.1584,Addison,small_airport
2AK,61.3591,-155.4400,Lime Village,small_airport
2AK0,61.2559,-149.9750,Point Mackenzie,small_airport
2AK1,64.3634,-147.3649,Fort Wainwright,small_airport
2AK2,64.4543,-147.5700,Fort Wainwright,small_airport
2AK3,57.2698,-133.6304,Five Finger,heliport
2AK4,59.4700,-151.5120,Homer,small_airport
PAJO,60.4817,-146.5840,Hinchinbrook,small_airport
2AK6,66.1761,-155.6848,Hogatza,small_airport
2AK8,70.2935,-161.9072,Icy Cape,small_airport
2AK9,65.6734,-162.4601,Independence Creek,small_airport
2AL1,30.4241,-87.7778,Magnolia Springs,small_airport
2AL2,33.1573,-85.3888,Roanoke,heliport
2AL3,32.4554,-86.1192,Wetumpka,small_airport
AL67,30.4311,-88.1792,Theodore,heliport
2AL5,34.3928,-85.6650,Fort Payne,small_airport
2AL6,30.4920,-88.1973,Irvington,small_airport
2AL7,34.0628,-86.7231,Hanceville,small_airport
2AL8,32.4211,-85.2481,Phenix City,small_airport
2AN2,33.0273,-112.0851,Maricopa,heliport
2AR0,34.8681,-91.9743,Lonoke,small_airport
2AR2,36.0152,-91.7966,Sage,small_airport
2AR3,35.8562,-92.0829,Mountain View,heliport
2AR5,36.3831,-94.2939,Centerton,small_airport
2AR6,33.8818,-93.9285,Mineral Springs,small_airport
2AR7,33.8491,-93.4791,Prescott,small_airport
2AR9,36.4550,-93.7194,Holiday Island,heliport
2AZ1,33.7603,-113.6147,Salome,small_airport
2AZ2,33.5687,-112.2281,Peoria,heliport
2AZ4,33.0537,-112.1460,Maricopa,small_airport
2AZ9,31.6061,-109.6543,Mcneal,small_airport
2B1,41.6853,-70.4023,Marston Mills,small_airport
2B2,42.7959,-70.8412,Newburyport,small_airport
2B6,39.4376,-83.7083,Wilmington,small_airport
2B9,43.8842,-72.2537,Post Mills,small_airport
2C4,43.8167,-92.3369,Chatfield,small_airport
2C5,42.2530,-85.8518,Paw Paw,small_airport
2C6,40.7740,-90.0744,Yates City,small_airport
2CA0,36.4958,-118.8340,Three Rivers,heliport
2CA2,34.1628,-116.0480,Twentynine Palms,small_airport
2CA3,34.1610,-115.9956,Twentynine Palms,small_airport
2CA4,33.2589,-117.0920,Valley Center,small_airport
2CA5,33.6623,-118.0450,Huntington Beach,heliport
2CA6,34.0494,-118.2593,Los Angeles,heliport
2CA7,34.1756,-118.5950,Woodland Hills,heliport
2CA8,34.4206,-116.6110,Yucca Valley,small_airport
2CA9,32.9790,-114.2675,Yuma Proving Ground(Yuma),heliport
2CD2,40.4162,-104.9969,Loveland,heliport
2CD3,39.1195,-104.4318,Peyton,small_airport
2CD4,39.4308,-107.6231,Silt,small_airport
2CD5,38.2533,-107.9722,Montrose,heliport
2CD6,39.3948,-104.5470,Elizabeth,small_airport
2CD7,39.4691,-107.1357,Carbondale,heliport
2CD8,39.7424,-104.8356,Aurora,heliport
2CD9,40.6814,-105.1385,Fort Collins,small_airport
2CL0,33.9875,-118.1615,City of Commerce,heliport
2CL3,41.6421,-121.8900,Macdoel,small_airport
2CL4,40.5221,-122.3040,Redding,heliport
2CL5,38.5916,-121.5450,West Sacramento,heliport
2CL6,34.2166,-119.1573,Oxnard,heliport
2CL7,34.1557,-118.2585,Glendale,heliport
2CL8,33.5926,-117.2372,Wildomar,heliport
2CL9,38.3344,-121.3040,Galt,small_airport
2CN2,34.2923,-118.4747,Los Angeles,heliport
2CN3,33.5127,-117.3305,Murrieta,small_airport
2CN4,35.6646,-119.8935,Lost Hills,small_airport
2CN5,37.3625,-121.8503,San Jose,heliport
2CN6,34.0581,-118.2495,Los Angeles,heliport
2CN7,32.8962,-117.1960,San Diego,heliport
2CN8,34.3042,-117.1514,Lake Arrowhead,small_airport
2CO0,40.5836,-106.9853,Fort Collins,heliport
2CO3,40.3750,-104.8730,Milliken,small_airport
2CO4,39.7478,-104.9679,Denver,heliport
2CO5,38.3472,-104.6320,Pueblo,small_airport
2CO6,39.5869,-105.1690,Littleton,heliport
2CO7,38.2336,-104.6230,Pueblo,heliport
2CO8,40.2583,-103.6490,Brush,heliport
2CO9,39.0722,-108.5112,Grand Junction,heliport
2D1,40.9684,-81.0986,Alliance,small_airport
2D3,61.6277,-149.2390,Palmer,seaplane_base
2D6,40.1070,-80.9754,Bannock,heliport
2D7,40.6466,-81.5561,Beach City,small_airport
2DE2,38.8550,-75.5722,Farmington,small_airport
2DE3,39.0020,-75.6822,Felton,small_airport
2DE8,38.9136,-75.3453,Milford,small_airport
2E2,42.9516,-82.7759,Emmett,small_airport
K2E6,45.5340,-98.0940,Groton,small_airport
2E8,42.4250,-83.8694,Dexter,small_airport
2F6,36.3551,-96.0110,Skiatook,small_airport
2FA0,25.6957,-80.3814,Miami,heliport
2FA1,29.2513,-81.2005,Ormond Beach,small_airport
2FA2,29.0189,-82.1137,Belleview,small_airport
2FA5,29.4722,-81.5720,Crescent City,small_airport
2FA6,28.8111,-82.0654,Coleman,small_airport
2FA8,28.8135,-81.2832,Sanford,heliport
2FA9,30.3364,-83.7836,Lamont,small_airport
2FD0,29.9758,-82.9073,Branford,small_airport
2FD1,28.9755,-81.9187,Weirsdale,small_airport
2FD2,29.4793,-82.0533,Island Grove,small_airport
2FD3,27.7633,-82.6423,St Petersburg,heliport
2FD4,26.0962,-80.1137,Fort Lauderdale,heliport
2FD5,24.7343,-81.0187,Marathon,heliport
2FD6,28.8880,-80.8664,Oak Hill,small_airport
2FD7,28.4356,-81.4731,Orlando,heliport
2FD9,29.0446,-81.3178,DeLand,heliport
2FL0,30.4569,-85.6860,Wausau,small_airport
2FL1,26.1594,-80.3256,Sunrise,heliport
2FL2,26.7232,-80.6648,Belle Glade,heliport
2FL3,30.6690,-85.0836,Marianna,small_airport
2FL4,26.8558,-80.0747,Juna Beach,heliport
2FL6,30.2733,-82.7844,Winfield,heliport
2FL7,27.9242,-80.6137,Palm Bay,heliport
2FL9,28.1815,-81.6428,Davenport,heliport
2G6,37.3206,-77.3458,Chester,seaplane_base
2G8,44.3931,-71.1967,Gorham,small_airport
2GA0,33.5265,-83.6380,Newborn,small_airport
2GA1,33.6807,-83.8527,Oxford,small_airport
2GA2,32.3946,-81.2807,Springfield,small_airport
2GA5,33.0418,-84.4321,Concord,small_airport
2GA8,34.3498,-85.0769,Shannon,small_airport
2GA9,33.8046,-83.9963,Snellville,small_airport
2GE1,33.0844,-82.0131,Waynesboro,heliport
2GE2,33.7627,-84.3739,Atlanta,heliport
GE56,33.6759,-83.2614,Greensboro,small_airport
2GE5,34.1978,-84.3194,Alpharetta,small_airport
2GE6,31.5953,-84.4228,Albany,heliport
2GE7,34.9581,-84.7792,Crandall,small_airport
2GE8,33.4642,-84.6633,Newnan,small_airport
4WI9,45.1651,-91.1056,Cornell,small_airport
K2H5,29.4989,-95.8980,Beasley,small_airport
2IA0,41.5417,-90.5565,Davenport,heliport
2IA1,42.4958,-90.6849,Dubuque,heliport
2IA2,42.8601,-91.4151,Elkader,heliport
2IA3,40.9620,-91.5599,Mount Pleasant,heliport
2IA4,42.4610,-92.3447,Waterloo,heliport
2IA5,40.6225,-95.6497,Hamburg,heliport
2IA6,42.2700,-94.7336,Lake City,heliport
2IA8,42.0264,-96.1064,Onawa,heliport
2IA9,43.1908,-93.7708,Crystal Lake,small_airport
2ID2,43.9544,-113.6470,Mackay,small_airport
2ID3,42.7492,-116.6741,Murphy,small_airport
2ID5,44.8075,-116.0495,McCall,small_airport
2ID6,43.9273,-116.9465,Fruitland,small_airport
KC64,46.6666,-115.0730,Cayuse Creek,small_airport
2ID9,42.7300,-114.5183,Jerome,heliport
KI20,38.8518,-87.4999,Oaktown,small_airport
2IG5,41.1716,-86.0428,Mentone,heliport
2IG6,39.1606,-86.5415,Bloomington,heliport
2II3,40.2293,-85.8163,Frankton,small_airport
2II4,39.7112,-86.3856,Plainfield,heliport
2II5,41.6370,-87.1523,Portage,heliport
2II6,40.2645,-86.1025,Tipton,small_airport
2II7,40.8925,-85.2050,Ossian,heliport
2II8,39.6524,-87.3979,Clinton,heliport
2II9,40.1528,-87.3081,Covington,heliport
2IL0,42.1814,-89.6769,Shannon,small_airport
2IL1,42.4139,-89.3293,Durand,small_airport
2IL2,41.0552,-88.4624,Dwight,small_airport
2IL3,41.5159,-90.3796,East Moline,small_airport
2IL7,38.5153,-90.0279,Belleville,small_airport
2IL8,42.0199,-88.2813,Elgin,heliport
2IL9,41.4328,-87.7817,Monee,small_airport
2IN0,40.8369,-85.1711,Ossian,small_airport
2IN2,41.0092,-85.3714,Roanoke,small_airport
2IN3,41.0848,-86.9242,Medaryville,small_airport
2IN4,41.2567,-86.1897,Argos,small_airport
2IN5,40.0152,-85.4729,Sulphur Springs,small_airport
2IN6,40.0419,-85.9169,Noblesville,small_airport
2IN7,39.2173,-85.8934,Columbus,heliport
2IN8,41.3935,-87.3654,Crown Point,heliport
2IN9,39.5667,-86.1181,New Whiteland,small_airport
2IS1,40.7506,-89.5945,Peoria,heliport
2IS3,41.1717,-89.8068,Elmira,small_airport
2IS4,41.3378,-91.0135,Illinois City,small_airport
2IS9,40.5781,-88.7078,Lexington,small_airport
2J0,29.9890,-84.3958,Panacea,small_airport
2J8,29.2500,-81.4592,Pierson,small_airport
2J9,30.5979,-84.5574,Quincy,small_airport
2JY2,39.4850,-74.4672,Galloway,heliport
2JY3,39.6314,-74.7728,Hammonton,heliport
2JY5,40.0158,-74.9758,Cinnaminson,heliport
2JY6,40.4412,-74.8282,Ringoes,heliport
2JY7,40.6157,-75.1642,Milford,balloonport
2JY9,39.9464,-75.1039,Camden,heliport
2K1,36.6625,-97.8087,Pond Creek,small_airport
2K2,37.0595,-93.2343,Ozark,small_airport
2K5,63.3939,-153.2690,Telida,small_airport
2K6,37.3806,-96.2708,Moline,small_airport
K2K8,37.2753,-97.7587,Argonia,small_airport
K2KL,30.5988,-98.4086,Sunrise Beach Village,small_airport
2KS0,37.2067,-96.0769,Sedan,small_airport
2KS2,37.6556,-96.2906,Severy,small_airport
KS44,37.2667,-100.5838,Plains,small_airport
2KS6,39.7504,-96.0268,Seneca,small_airport
2KS8,39.1137,-98.4034,Sylvan Grove,small_airport
2KS9,38.9000,-95.5836,Topeka,small_airport
2KT4,36.7970,-85.9669,Fountain Run,small_airport
2KY1,37.6192,-84.3814,Paint Lick,small_airport
2KY2,37.2630,-88.2276,Salem,heliport
2KY4,37.6555,-85.8134,Elizabethtown,small_airport
2KY5,38.3750,-83.1547,Olive Hill,small_airport
2KY6,36.9945,-86.4286,Bowling Green,heliport
2KY7,37.3676,-85.3365,Campbellsville,heliport
2KY9,38.3942,-85.3769,La Grange,heliport
2L1,47.9069,-97.6406,Larimore,small_airport
2LA0,29.7880,-92.1587,Intracoastal City,small_airport
2LA1,29.6816,-92.2640,Intracoastal City,heliport
2LA2,29.9897,-91.7846,New Iberia,heliport
2LA4,30.9291,-92.1793,Bunkie,small_airport
2LA5,30.3433,-92.4321,Iota,small_airport
2LA6,30.8335,-91.1668,Jackson,small_airport
2LA7,32.9654,-91.4260,Oak Grove,small_airport
2LA9,29.8855,-92.2724,Kaplan,heliport
2LL0,39.5544,-89.2942,Taylorville,heliport
2LL1,41.5402,-88.6880,Sheridan,small_airport
2LL2,41.3148,-90.5521,Sherrard,small_airport
2LL5,39.9986,-88.0600,Sidney,small_airport
2LL6,41.4945,-90.4182,Silvis,heliport
2LL7,40.9348,-88.7407,Pontiac,small_airport
2LL8,38.3387,-89.3923,Nashville,heliport
2LL9,41.7042,-88.6931,Somonauk,small_airport
2LS0,29.4144,-90.2977,Galliano,heliport
2LS2,29.8722,-91.5431,Charenton,small_airport
2LS3,30.6261,-91.7686,Melville,small_airport
2M1,39.0181,-94.0872,Bates City,small_airport
2M5,37.6500,-93.7585,Stockton,seaplane_base
2M7,45.5319,-84.3081,Cheboygan,small_airport
2MA2,42.3265,-71.4095,Hudson,heliport
2MA3,42.6643,-70.8398,Ipswich,heliport
2MA4,42.5493,-71.4726,Littleton,heliport
2MA5,42.4279,-71.4576,Maynard,heliport
2MA6,41.5936,-71.0653,Westport,seaplane_base
2MA7,41.9584,-71.3264,North Attleborough,seaplane_base
2MA8,42.4309,-71.5417,Stow,heliport
2MA9,42.6393,-71.2245,Tewksbury,heliport
2MD0,38.0490,-75.7042,Marion,small_airport
2MD1,38.3043,-76.7288,Clements,small_airport
2MD2,39.2365,-76.8261,Columbia,heliport
2MD3,39.2290,-77.3453,Boyds,small_airport
2MD4,38.3946,-75.5574,Salisbury,small_airport
2MD5,39.4079,-76.9276,Eldersburg,heliport
2MD6,38.1440,-76.4722,Lexington Park,small_airport
2MD7,39.2112,-76.6719,Linthicum Heights,heliport
2MD8,39.3334,-79.4414,Oakland,small_airport
2ME2,44.1294,-68.8743,North Haven,heliport
2ME3,45.0414,-68.9900,Charleston,small_airport
2MI1,42.9538,-85.6225,Grand Rapids,heliport
2MI2,42.4278,-83.4041,Livonia,heliport
2MI5,42.9417,-85.4851,Ada,small_airport
2MI6,44.2874,-83.7609,Whittemore,small_airport
2MI7,43.3418,-82.5484,Lexington,small_airport
2MI8,43.3434,-83.5352,Vassar,small_airport
2MI9,43.6242,-85.3178,Mecosta,small_airport
2MN0,48.0821,-97.0163,East Grand Forks,small_airport
2MN1,45.0461,-95.4645,Gluek,small_airport
2MN2,46.9404,-93.2979,Jacobson,small_airport
2MN3,44.9551,-95.7115,Montevideo,heliport
2MN4,43.5984,-94.2529,Blue Earth,small_airport
2MN6,44.0472,-92.0929,St Charles,small_airport
2MN7,45.7916,-94.3408,North Prairie,small_airport
2MN8,43.9961,-92.3357,Rochester,small_airport
2MN9,45.8244,-93.9953,Foley,small_airport
2MO0,38.7867,-93.8675,Centerview,small_airport
2MO1,37.3200,-93.4199,Willard,small_airport
2MO2,39.4642,-94.3080,Holt,small_airport
2MO3,39.0944,-94.4352,Independence,heliport
2MO4,38.1142,-94.1760,Rockville,small_airport
2MO7,38.8739,-91.0899,Warrenton,small_airport
2MO9,38.9500,-94.4502,Kansas City,small_airport
2MS0,34.5383,-89.0133,New Albany,heliport
2MS1,33.2356,-90.5775,Isola,heliport
2MS4,33.4492,-88.3617,Columbus,heliport
2MS5,33.9069,-89.7842,Coffeeville,heliport
2MS6,34.2961,-90.0722,Batesville,heliport
2MS7,32.0585,-89.8167,Puckett,small_airport
2MS8,33.7897,-89.8744,Grenada,small_airport
2MS9,33.8300,-88.9228,Houston,small_airport
2MT0,48.3000,-114.4145,Kalispell,small_airport
2MT1,48.4832,-113.9609,West Glacier,small_airport
2MT2,48.1985,-114.2578,Kalispell,small_airport
2MT3,46.8699,-113.9910,Missoula,heliport
2MT4,48.0828,-113.9960,Ferndale,heliport
2MT5,45.5941,-111.1520,Bozeman,small_airport
2MT6,47.6000,-112.6720,Augusta,heliport
2MT7,48.7782,-114.9684,Fortine,heliport
2MT8,45.8151,-111.9259,Cardwell,small_airport
2MT9,46.5231,-112.9897,Drummond,small_airport
2MU0,37.9687,-90.0542,Sainte Genevieve,heliport
2MU1,38.6350,-90.2611,Saint Louis,heliport
2MU9,38.9656,-91.1181,Hawk Point,small_airport
2MY2,43.9074,-94.2747,Amboy,small_airport
2MY3,45.5654,-93.2314,Cambridge,heliport
2MY4,45.4342,-93.9503,Clear Lake,small_airport
2MY5,44.2141,-93.3261,Faribault,small_airport
K2N2,43.5911,-71.7517,Bristol,small_airport
2N5,40.0484,-76.9780,Wellsville,small_airport
2N6,40.0265,-74.6927,Jobstown,small_airport
2N7,40.8501,-74.0329,Little Ferry,seaplane_base
2NA0,47.2567,-100.7960,Wilton,small_airport
2NA7,48.0283,-99.6165,Esmond,small_airport
2NC0,35.8687,-82.3418,Burnsville,small_airport
2NC1,34.9974,-80.8009,Waxhaw,small_airport
2NC2,34.9677,-80.5237,Monroe,heliport
2NC3,35.7796,-78.6742,Raleigh,heliport
2NC4,35.3379,-78.1547,Goldsboro,small_airport
2NC5,35.2363,-80.9331,Charlotte,heliport
2NC6,35.7996,-80.3962,Lexington,small_airport
2NC7,36.1679,-77.3989,Scotland Neck,small_airport
2NC8,35.5254,-80.6398,Kannapolis,small_airport
2NC9,34.7532,-79.4684,Laurinburg,heliport
2ND0,46.8132,-97.0508,Mapleton,small_airport
2ND1,47.4925,-100.7000,Mercer,small_airport
2ND2,47.5669,-100.7210,Mercer,small_airport
2ND3,48.0008,-97.1219,Grand Forks,small_airport
2ND4,48.2320,-101.2920,Minot,heliport
2ND5,47.6420,-100.8212,Turtle Lake,small_airport
2ND7,48.7517,-100.8140,Newburg,small_airport
