ident,lat,lon,label,type
MS21,33.3321,-90.5820,Inverness,small_airport
MS24,32.2468,-90.5823,Edwards,small_airport
MS26,30.8022,-88.5475,Lucedale,small_airport
MS27,30.7069,-88.4292,Hurley,small_airport
MS28,31.8680,-91.1335,Lorman,small_airport
MS29,32.6019,-89.8639,Canton,small_airport
MS30,33.3057,-90.9904,Greenville,small_airport
MS31,34.3065,-89.9133,Batesville,heliport
MS32,32.3682,-88.6989,Meridian,heliport
MS35,32.9817,-90.9661,Rolling Fork,small_airport
MS36,32.6473,-89.9725,Canton,small_airport
MS37,33.6534,-90.9890,Benoit,small_airport
MS38,33.8723,-90.2834,Swan Lake,small_airport
MS39,31.8210,-89.4584,Taylorsville,small_airport
MS40,33.2255,-90.2470,Tchula,small_airport
MS41,34.0030,-90.4259,Tutwiler,small_airport
MS42,32.5204,-90.3237,Flora,small_airport
MS43,32.5494,-90.8263,Redwood,small_airport
MS44,33.6962,-90.4311,Minter City,small_airport
MS45,32.1563,-91.1246,Vicksburg,small_airport
MS46,32.3333,-90.1639,Jackson,heliport
MS47,31.2509,-90.4745,McComb,heliport
MS48,30.6219,-89.6965,Picayune,small_airport
MS49,31.1650,-90.8162,Liberty,small_airport
MS50,31.5793,-90.1112,Monticello,small_airport
MS51,31.5557,-90.4029,Brookhaven,small_airport
MS54,34.0098,-89.7362,Coffeeville,small_airport
MS55,34.8109,-89.5784,Red Banks,small_airport
MS56,33.9776,-88.4751,Amory,heliport
MS57,31.2206,-91.2460,Woodville,small_airport
MS58,32.1654,-90.0440,Florence,small_airport
MS59,31.9992,-90.8399,Hermanville,small_airport
MS60,30.4546,-88.9375,Biloxi,heliport
MS61,30.6252,-89.7334,Picayune,small_airport
MS63,34.0543,-88.3712,Smithville,small_airport
MS64,34.8483,-89.8780,Hernando,small_airport
MS65,34.9384,-90.2012,Walls,small_airport
MS67,30.3909,-88.9988,Biloxi,heliport
MS69,32.1088,-90.0465,Star,small_airport
MS70,32.7354,-88.9257,DeKalb,small_airport
MS71,32.4951,-90.2929,Pocahontas,small_airport
MS72,30.3761,-88.5311,Pascagoula,heliport
MS73,34.7529,-88.2184,Iuka,heliport
MS75,33.0134,-91.0385,Glen Allan,small_airport
MS76,33.7754,-89.2448,Calhoun City,small_airport
MS77,33.3332,-90.6426,Inverness,small_airport
MS78,30.3294,-88.5083,Pascagoula,heliport
MS79,32.3460,-90.8584,Vicksburg,heliport
MS80,33.9946,-89.3126,Bruce,small_airport
MS81,31.3192,-89.3303,Hattiesburg,heliport
MS82,30.5105,-89.1473,Lyman,small_airport
MS84,31.3616,-89.1613,Petal,heliport
MS85,33.5979,-90.8029,Shaw,small_airport
MS86,33.0501,-91.0834,Glen Allan,small_airport
MS87,30.3705,-88.5570,Pascagoula,heliport
MS88,30.7774,-89.7251,Poplarville,small_airport
MS89,30.4390,-89.0561,Gulfport,heliport
MS90,32.3156,-90.1436,Flowood,small_airport
MS91,32.3247,-90.1659,Jackson,heliport
MS93,30.7266,-89.7317,Mc Neil,small_airport
MS94,34.1784,-90.5518,Clarksdale,heliport
MS95,33.8473,-90.7251,Merigold,small_airport
MS96,32.7562,-89.0949,Philadelphia,small_airport
MT01,47.6180,-110.0920,Geraldine,small_airport
MT02,48.5383,-111.4970,Devon,small_airport
MT03,47.9934,-114.2243,Lakeside,small_airport
MT04,48.4042,-106.0090,Lustre,small_airport
MT05,45.6681,-104.7030,Ekalaka,small_airport
MT06,46.5705,-112.1753,Helena,small_airport
MT08,47.9167,-108.4830,Zortman,small_airport
MT10,48.2155,-114.2980,Kalispell,heliport
MT14,45.8235,-112.8860,Wise River,small_airport
MT15,46.6247,-112.1109,Helena,small_airport
MT18,48.2875,-114.1837,Columbia Falls,small_airport
MT19,47.5910,-114.0520,Ronan,small_airport
MT20,46.8583,-104.0990,Wibaux,small_airport
MT23,46.8721,-114.0010,Missoula,heliport
MT25,45.7833,-108.5020,Billings,heliport
MT27,47.4881,-111.2969,Great Falls,heliport
MT28,48.2133,-114.3240,Kalispell,heliport
MT29,46.4789,-105.8580,Miles City,small_airport
MT30,45.9399,-114.1369,Darby,small_airport
MT31,47.0580,-109.4400,Lewistown,heliport
MT32,46.5388,-114.0400,Stevensville,small_airport
MT33,47.4094,-111.4870,Ulm,small_airport
MT35,46.5817,-111.9961,Helena,heliport
MT37,48.1243,-114.2407,Kalispell,small_airport
MT38,48.4034,-105.1570,Poplar,small_airport
MT39,47.1027,-113.3118,Seeley Lake,small_airport
MT40,47.5937,-111.2700,Great Falls,small_airport
MT41,45.8783,-112.1170,Whitehall,small_airport
MT42,45.9105,-111.5140,Three Forks,small_airport
MT43,46.3463,-112.3440,Basin,small_airport
MT44,46.8555,-114.0590,Missoula,heliport
MT45,45.9089,-104.5760,Ekalaka,small_airport
MT47,44.6869,-111.8940,Lakeview,small_airport
MT48,45.4263,-110.6565,Livingston,small_airport
MT50,45.0878,-104.8190,Alzada,small_airport
MT51,48.2770,-105.9620,Frazer,small_airport
MT52,47.0777,-114.4130,Huson,small_airport
MT53,48.0947,-114.8520,Kalispell,small_airport
MT54,48.2439,-114.2440,Kalispell,small_airport
MT55,45.7895,-108.5128,Billings,heliport
MT58,47.7667,-106.1880,Fort Peck,small_airport
MT60,48.8144,-114.3540,Polebridge,small_airport
MT64,47.1844,-114.8700,Superior,heliport
MT65,47.1165,-109.3821,Lewistown,small_airport
MT67,46.3299,-113.2950,Philipsburg,heliport
MT69,47.7277,-115.4646,Thompson Falls,small_airport
MT70,47.4918,-111.2598,Great Falls,heliport
MT71,45.7241,-111.0430,Bozeman,small_airport
MT72,46.3460,-114.1760,Victor,small_airport
MT76,47.3997,-111.4700,Great Falls,small_airport
MT77,47.6087,-110.9065,Highwood,small_airport
MT78,47.4683,-114.8890,Plains,heliport
MT79,47.5842,-108.7090,Roy,small_airport
MT80,48.0423,-105.6072,Wolf Point,small_airport
MT83,46.5712,-112.1801,Helena,small_airport
MT86,47.1644,-112.1132,Helena,small_airport
MT88,48.0044,-114.9990,Marion,small_airport
MT94,45.2466,-111.3290,Big Sky,small_airport
MT95,48.1169,-114.1861,Kalispell,small_airport
MT97,47.9775,-115.7664,Noxon,small_airport
MT99,45.1777,-109.2540,Red Lodge,heliport
MTF,64.8068,-147.7620,Fairbanks,small_airport
MU00,39.4445,-91.9518,Paris,small_airport
MU01,36.4992,-93.4585,Blue Eye,heliport
MU02,38.8098,-91.1035,Warrenton,small_airport
MU04,36.5898,-89.9201,Malden,small_airport
MU05,38.6184,-90.2173,St Louis,heliport
MU06,38.6423,-90.2307,St Louis,heliport
MU07,38.3947,-94.3102,Adrian,small_airport
MU08,38.9222,-94.4038,Lee's Summit,heliport
MU09,40.4668,-95.0234,Burlington Junction,small_airport
MU10,37.3106,-89.5406,Cape Girardeau,heliport
MU11,38.2209,-93.0127,Climax Springs,small_airport
MU14,38.2994,-91.6898,Belle,small_airport
MU15,37.5556,-90.3040,Fredericktown,heliport
MU16,40.0003,-93.7899,Jamesport,small_airport
MU17,39.2634,-93.9570,Richmond,heliport
MU18,38.7810,-91.1645,Warrenton,small_airport
MU20,38.9456,-93.9647,Odessa,small_airport
MU21,38.5237,-91.5177,Bay,small_airport
MU23,39.0307,-92.3933,Columbia,small_airport
MU24,36.5717,-93.0368,Cedarcreek,small_airport
MU25,37.4378,-91.9493,Houston,small_airport
MU26,38.7708,-94.5591,Belton,small_airport
MU27,37.4681,-93.9294,Lockwood,small_airport
MU29,36.7740,-90.4319,Poplar Bluff,heliport
MU30,38.7164,-90.6993,O'Fallon,heliport
MU32,38.9516,-92.4479,Columbia,small_airport
0MO6,40.0763,-92.3194,Hurdland,small_airport
MU34,37.3362,-91.3946,Round Spring,small_airport
MU35,40.2675,-94.7866,Arkoe,small_airport
MU36,38.1850,-92.6960,Bagnel,heliport
MU37,38.9378,-92.3280,Columbia,heliport
MU38,40.1789,-93.1317,Milan,small_airport
MU39,37.2209,-93.1385,Springfield,heliport
MU40,39.4613,-92.0105,Paris,small_airport
MU41,36.7952,-93.8995,Purdy,small_airport
MU44,37.3170,-91.9615,Houston,heliport
MU45,36.8908,-89.5816,Sikeston,heliport
MU47,39.5003,-92.5163,Cairo,heliport
MU48,36.6484,-92.2204,Gainesville,small_airport
MU49,39.5539,-92.5674,Huntsville,heliport
MU50,39.4125,-92.4621,Moberly,heliport
MU51,38.6228,-90.1865,St Louis,heliport
MU52,38.6251,-90.2426,St Louis,heliport
MU53,36.2359,-90.0409,Kennett,heliport
MU54,39.7750,-93.0674,Brookfield,heliport
MU57,37.5186,-92.8169,Conway,small_airport
MU58,39.0642,-94.5255,Kansas City,heliport
MU59,37.2253,-93.2909,Springfield,heliport
MU60,38.7668,-93.7218,Warrensburg,heliport
MU61,38.8166,-94.5036,Belton,heliport
MU62,38.5633,-94.5911,Drexel,small_airport
MU63,37.4350,-93.0668,Elkland,small_airport
MU64,38.5659,-92.1825,Jefferson City,heliport
MU65,37.7695,-90.4657,Farmington,small_airport
MU66,39.0178,-90.8179,Winfield,heliport
MU67,39.0120,-94.5105,Kansas City,heliport
MU68,38.6689,-91.5360,Hermann,small_airport
MU69,37.8695,-93.6260,Collins,small_airport
MU70,36.9951,-93.1388,Ozark,small_airport
MU72,38.4247,-90.8966,Villa Ridge,small_airport
MU73,36.9264,-93.2894,Highlandville,small_airport
MU75,38.5587,-92.2203,Jefferson City,heliport
MU76,36.3959,-89.6138,Portageville,heliport
MU77,39.1292,-92.7307,Fayette,small_airport
MU78,37.8480,-92.1889,Waynesville,small_airport
MU79,36.4160,-89.7009,Portageville,heliport
MU84,38.8995,-94.2294,Lone Jack,small_airport
MU85,38.9550,-94.1274,Oak Grove,small_airport
MU86,37.4200,-91.9577,Houston,small_airport
MU88,36.8584,-90.3999,Poplar Bluff,small_airport
MU89,38.9120,-91.0357,Troy,small_airport
MU90,38.9570,-94.3766,Lees Summit,heliport
MU91,38.1206,-92.6817,Osage Beach,heliport
MU92,40.1921,-92.5906,Kirksville,heliport
MU93,37.6870,-92.6630,Lebanan,heliport
MU94,37.8932,-93.3621,Wheatland,heliport
MU98,36.5181,-93.6836,Eagle Rock,small_airport
MX-0001,28.3547,-108.9250,Yécora,small_airport
MX-0002,30.9753,-115.7379,San Quintín,small_airport
MX-0004,29.8060,-114.3966,San Felipe,small_airport
MX-0005,29.7931,-114.4018,San Felipe,small_airport
MX-0006,28.4126,-112.8596,San Quintín,small_airport
MX-0007,26.8513,-113.1402,Mulegé,small_airport
MX-0008,28.8601,-111.9770,Hermosillo,small_airport
MX-0009,20.3708,-104.8265,Talpa de Allende,small_airport
MX-0010,20.5384,-104.8056,Mascota,small_airport
MX-0011,20.7659,-104.8685,San Sebastian Del Oeste,small_airport
MX-0012,21.0753,-105.2264,Compostela,small_airport
MX-0013,29.0312,-109.2527,Sahuaripa,small_airport
MX97,20.9077,-100.7031,San Miguel de Allende,small_airport
MX-0015,27.1836,-114.2772,Mulegé,small_airport
MX13,27.7063,-114.9129,Mulegé,small_airport
MX-0017,26.3708,-112.5136,Comondú,small_airport
MX-0018,26.8056,-113.4764,Mulegé,small_airport
MX-0019,23.6672,-110.4422,La Paz,small_airport
MX-0020,27.8578,-115.1650,Mulegé,small_airport
MX-0021,23.4983,-110.2019,La Paz,small_airport
MX-0022,27.5158,-113.3297,Mulegé,small_airport
MX-0024,24.2067,-110.0847,La Paz,small_airport
MX-0025,26.1775,-112.1142,Comondú,small_airport
MX-0026,26.1483,-112.1067,Comondú,small_airport
MX-0027,27.1875,-112.0700,Mulegé,small_airport
MX94,27.2088,-112.2180,Mulegé,small_airport
MMPT,24.4750,-111.8258,Comondú,small_airport
MX-0030,27.3941,-112.3053,Mulegé,small_airport
MX-0032,24.0269,-109.8375,La Paz,small_airport
MX-0033,31.8809,-116.1994,Ojos Negros,small_airport
MX-0034,29.7354,-114.3123,San Felipe,small_airport
MX-0035,28.9217,-114.1516,San Quintín,small_airport
MX-0036,29.6194,-115.5028,San Quintín,small_airport
MX-0038,21.6503,-106.5382,San Blas,small_airport
MX-0039,25.1971,-112.1138,Comondú,small_airport
MX-0040,17.7690,-98.5761,Huamuxtitlan,small_airport
MX-0041,24.0447,-98.7054,Huachinera,small_airport
MX-0042,30.2732,-106.7503,Villa Ahumada,small_airport
MX-0043,24.8317,-107.6696,Navolato,small_airport
MX-0044,23.5109,-109.4829,Los Cabos,small_airport
MX-0045,27.4470,-110.0200,Cajeme,small_airport
MX-0046,20.0623,-97.0872,Martinez De La Torre,small_airport
MX-0047,21.4441,-100.9370,San Diego de la Unión,small_airport
MX-0048,32.3143,-115.2740,Mexicali,small_airport
MX-0050,22.5141,-98.6325,Ciudad Mante,small_airport
MX-0051,29.0259,-102.3968,Melchor Muzquiz,small_airport
MX-0052,32.5318,-114.9898,Mexicali,small_airport
MX-0053,30.6644,-112.2875,Caborca,small_airport
MX-0054,24.0680,-99.0108,Padilla,small_airport
MX-0055,30.3537,-114.6394,San Felipe,small_airport
MX-0056,32.4159,-115.1710,Mexicali,small_airport
MX-0058,26.3591,-107.8008,Morelos,small_airport
MX-0059,26.4642,-107.7969,Morelos,small_airport
MX-0060,24.7462,-106.2206,Otáez,small_airport
MX-0061,17.6321,-94.9098,San Juan Evangelista,small_airport
MX-0063,32.4993,-115.1460,Mexicali,small_airport
MX-0064,27.4640,-113.2892,Mulegé,small_airport
MX-0066,21.2509,-99.4802,Jalpan de Serra,small_airport
MX-0067,22.0022,-104.6480,El Nayar,small_airport
MX-0068,31.1508,-111.9748,Altar,small_airport
MX-0069,19.3293,-102.3274,Tancitaro,small_airport
MX-0070,19.2526,-97.6775,Rafael Lara Grajales,small_airport
MX-0071,30.5782,-112.9485,Caborca,small_airport
MX-0072,24.4776,-107.4082,Culiacan,small_airport
MX-0073,28.8592,-105.8702,Aldama,small_airport
MX-0074,30.7009,-112.2293,Caborca,small_airport
MX-0075,25.5792,-108.4128,Guasave,small_airport
MX-0076,19.3740,-99.2588,Alvaro Obregon,heliport
MX-0077,21.2304,-100.8370,Dolores Hidalgo,small_airport
MX-0078,24.9237,-106.4101,Santiago Papasquiaro,small_airport
MX-0079,24.8341,-98.1025,San Fernando,small_airport
MX-0081,30.9582,-116.2409,Ensenada,small_airport
MX-0082,19.0743,-102.7991,Tepalcatepec,small_airport
MX-0083,24.7864,-97.9292,San Fernando,small_airport
MX-0084,16.2178,-92.1115,Comitán,small_airport
MX-0085,29.1741,-102.5850,Ocampo,small_airport
MX-0086,19.4958,-99.1757,Azcapotzalco,heliport
MX-0087,19.4951,-99.1753,Azcapotzalco,heliport
MX-0088,25.8466,-108.9707,Ahome,small_airport
MX-0089,19.1435,-98.7676,Hacienda Panoaya,small_airport
MX-0090,22.6860,-97.9286,Aldama,small_airport
MX-0091,30.6929,-105.5039,Guadalupe,small_airport
MX-0092,25.4541,-106.9211,Tamazula,small_airport
MX-0093,23.0410,-98.1533,Aldama,small_airport
MX-0094,25.6505,-100.3345,Monterrey,heliport
MX-0096,25.1890,-100.7673,Galeana,small_airport
MX-0098,18.7415,-101.1619,Huetamo,small_airport
MX-0099,23.8237,-98.1780,Soto La Marina,small_airport
MX-0100,22.9530,-98.4122,González,small_airport
MX-0101,28.5910,-101.6132,Zaragoza,small_airport
MX-0102,28.5552,-102.0583,Melchor Múzquiz,small_airport
MX-0103,26.9760,-109.5389,Navojoa,small_airport
MX-0104,23.4243,-97.9212,Soto La Marina,small_airport
MX-0105,18.5926,-99.2600,Jojutla,small_airport
MX-0106,14.6448,-92.2050,Suchiate,small_airport
MX-0107,14.7607,-92.3414,Tapachula,small_airport
MX-0108,21.6520,-98.5955,Tempoal,small_airport
MX-0109,22.4832,-105.4118,Acaponeta,small_airport
MX-0110,26.3304,-99.4858,Agualeguas,small_airport
MM46,17.4635,-91.4067,Tenosique de Pino Suárez,small_airport
MX-0113,27.9746,-101.2125,Sabinas,small_airport
MX-0114,24.9000,-99.7711,Linares,small_airport
MX-0115,19.4416,-99.1775,Miguel Hidalgo,heliport
MX-0116,25.8242,-107.2327,Badiraguato,small_airport
MX-0117,27.3805,-104.8800,Ciudad Jimenez,small_airport
MX-0118,28.1019,-102.1963,San Buenaventura,small_airport
MX-0119,27.3990,-100.7756,Progreso,small_airport
MX-0120,17.7346,-92.6281,Macuspana,small_airport
MX-0121,19.4444,-103.6713,Comala,small_airport
MX-0122,19.4485,-103.6839,Comala,small_airport
MX-0123,22.1780,-98.4187,Ébano,small_airport
MX-0124,22.0943,-99.0963,Ciudad Valles,small_airport
MX-0125,21.9117,-98.9564,Ciudad Valles,small_airport
MX-0126,14.8225,-92.3332,Tapachula,small_airport
MX-0127,25.7972,-99.2511,China,small_airport
MX-0128,25.6888,-100.5067,Monterrey,heliport
MX-0129,30.5124,-106.4330,Villa Ahumada,small_airport
MX-0130,24.6862,-101.4249,Mazapil,small_airport
MX-0131,29.6391,-101.8959,Ciudad Acuña,small_airport
MX-0132,25.8699,-100.3390,El Carmen,small_airport
MX-0133,25.5223,-100.0794,Cadereyta Jiménez,small_airport
MX-0134,30.9287,-106.4297,Villa Ahumada,small_airport
MX-0136,19.4289,-99.1621,Mexico City,heliport
MX-0137,28.6356,-102.2231,Melchor Múzquiz,small_airport
MX-0138,27.0146,-100.5107,Lampazos de Naranjo,small_airport
MX-0139,28.8477,-102.6353,Ocampo,small_airport
MX-0140,29.1779,-102.9113,Ocampo,small_airport
MX-0141,28.8837,-118.2941,Ensenada (Isla Guadalupe),heliport
MX-0143,30.4099,-115.9193,San Quintín,small_airport
MX-0144,32.2572,-115.1757,Mexicali,small_airport
MX-0145,27.8101,-100.6574,Juárez,small_airport
MX-0146,25.3425,-97.7333,Matamoros,small_airport
MX-0147,24.7126,-105.8624,Otáez,small_airport
MX-0149,32.5437,-114.9283,Mexicali,small_airport
MX-0150,28.0639,-100.1633,Guerrero,small_airport
MX-0151,19.4294,-99.2058,Miguel Hidalgo,heliport
MX-0152,19.4291,-99.2053,Miguel Hidalgo,heliport
MX-0153,30.8481,-112.9207,Caborca,small_airport
MX-0154,23.6813,-98.0489,Soto La Marina,small_airport
MX-0155,32.1633,-115.2734,Mexicali,small_airport
MX-0156,28.0633,-100.4000,Villa Hidalgo,small_airport
MX-0157,25.9569,-108.8852,El Fuerte,small_airport
MX-0158,29.2823,-110.8076,Hermosillo,small_airport
MX-0159,29.6289,-106.9397,San Buenaventura,small_airport
MX-0160,25.5280,-108.6477,Guasave,small_airport
MX-0161,19.4229,-99.1747,Cuauhtémoc,heliport
MX-0162,19.4414,-99.1840,Miguel Hidalgo,heliport
MX-0163,18.0185,-92.9531,Villahermosa,heliport
MX-0164,22.6617,-98.4499,González,small_airport
MX-0165,18.1827,-91.0201,Candeleria,small_airport
MX-0166,18.6669,-90.7296,Escárcega,small_airport
MX-0167,22.7364,-98.3340,González,small_airport
MX-0168,19.0759,-87.5605,Pulticub,small_airport
MX-0169,18.7592,-87.6996,Mahahual,small_airport
MX-0170,18.2667,-87.8551,Xcalak,small_airport
MX-0171,21.5182,-87.3836,Holbox,small_airport
MX-0172,17.5870,-92.9504,Teapa,small_airport
MX-0173,18.6033,-90.7152,Escárcega,small_airport
MX-0174,19.8086,-90.1389,Campeche,small_airport
MX-0175,19.5074,-92.0003,Ciudad del Carmen,heliport
MX-0176,19.4740,-90.6634,Champoton,small_airport
MX-0179,19.7675,-90.1703,Hopelchen,small_airport
MX-0180,18.4034,-91.3833,El Carmen,small_airport
MX-0181,18.2677,-92.0907,Palizada,small_airport
MX-0182,18.5111,-89.4023,Calakmul,small_airport
MX-0183,17.9895,-91.6884,Ciudad Del Carmen,small_airport
MX-0186,25.1014,-107.9216,Mocorito,small_airport
MX-0187,21.9916,-103.2829,Colotlán,small_airport
MX-0188,28.2230,-100.5869,Guerrero,small_airport
MX-0189,19.6170,-104.4509,Casimiro Castillo,small_airport
MX-0190,20.3084,-103.1595,Chapala,small_airport
MX-0191,19.2194,-104.6615,Cihuatlan,small_airport
MX-0192,20.1915,-104.4138,Cuautla,small_airport
MX-0193,20.3712,-102.7735,Ocotlán,small_airport
MX-0194,19.6963,-103.8338,San Gabriel,small_airport
MX-0195,21.6916,-103.8270,San Martin De Bolaños,small_airport
MX-0196,20.7846,-102.6741,Tepatitlan de Morelos,small_airport
MX-0197,19.6238,-103.8435,Toliman,small_airport
MX-0198,19.8973,-105.2949,Tomatlán,small_airport
MX-0199,19.7189,-105.2327,Tomatlán,small_airport
MX-0200,20.5533,-102.6924,Tototlán,small_airport
MX-0201,20.4188,-102.9234,Zapotlan del Rey,small_airport
MX-0202,21.7406,-102.9661,Huanusco,small_airport
MX-0203,24.6353,-101.7965,Mazapil,small_airport
MX-0204,23.8245,-101.7872,Mazapil,small_airport
MX-0205,21.7593,-103.3019,Tlaltenango,small_airport
MX-0206,19.5837,-98.0898,Tlaxco,small_airport
MX-0207,20.5964,-90.0805,Maxcanú,small_airport
MX-0208,17.8753,-91.5513,Balancan,small_airport
MX-0209,17.9797,-93.2318,Cunduacán,small_airport
MX-0210,17.9116,-91.7492,Emiliano Zapata,small_airport
MX-0211,17.6852,-93.3845,Huamanguillo,small_airport
MX-0213,17.6378,-93.4087,Huimanguillo,small_airport
MX-0214,32.6252,-114.8851,Mexicali,small_airport
MX-0215,17.5768,-92.5692,Tacotalpa,small_airport
MX-0216,17.5844,-92.8210,Tacotalpa,small_airport
MX-0217,17.7167,-92.9461,Teapa,small_airport
MX-0218,17.6544,-92.9677,Teapa,small_airport
MX-0219,17.6086,-93.0113,Teapa,small_airport
MX-0220,17.6742,-92.9698,Teapa,small_airport
MX-0221,17.6116,-92.9959,Teapa,small_airport
MX-0222,17.6619,-92.9864,Teapa,small_airport
MX-0223,22.1398,-98.5165,Tamuín,small_airport
MX-0224,22.2875,-98.6131,Ébano,small_airport
MX-0225,23.8093,-101.4084,Real del Catorce,small_airport
MM14,21.9173,-99.9391,Rioverde,small_airport
MX-0227,21.9161,-98.5521,San Vicente Tancuayalab,small_airport
MX-0228,21.9384,-98.5150,San Vicente Tancuayalab,small_airport
MX-0229,22.1620,-98.5153,Tamuín,small_airport
MX-0230,21.9118,-98.7302,Tamuin,small_airport
MX-0231,24.1713,-100.9130,Vanegas,small_airport
MX-0232,21.1113,-86.8369,Cancún,small_airport
MX-0233,21.1050,-86.8351,Cancún,small_airport
MX-0234,20.4232,-86.9963,Cozumel,small_airport
MX-0235,19.6146,-87.4262,Felipe Carrillo Puerto,small_airport
MX-0236,19.6101,-88.0743,Felipe Carrillo Puerto,small_airport
MX-0237,18.4533,-88.8219,Othon Pompeyo Blanco,small_airport
MX-0238,18.2654,-88.6921,Othon Pompeyo Blanco,small_airport
MX-0239,20.5803,-87.1271,Solidaridad,small_airport
MX-0241,19.1974,-104.5409,Manzanillo,small_airport
MX-0242,19.0261,-104.2329,Manzanillo,small_airport
MX-0243,18.7810,-103.7566,Tecoman,small_airport
MX-0244,19.6712,-99.3225,Cañada de Cisneros,small_airport
MX-0245,19.1452,-100.0748,Valle de Bravo,small_airport
MX-0246,21.1261,-100.4060,Doctor Mora,small_airport
MX-0247,20.5392,-101.4518,Irapuato,small_airport
MX-0248,20.7753,-101.3480,Irapuato,small_airport
MX-0249,20.6701,-101.3158,Irapuato,small_airport
MX-0251,17.8962,-99.6730,Eduardo Neri,small_airport
MX-0253,17.2668,-100.9651,Tecpan de Galeana,small_airport
MX-0254,18.5731,-99.5957,Taxco de Alarcón,small_airport
MX-0255,17.2194,-100.4479,Atoyac de Alvarez,small_airport
MX-0258,19.1651,-102.8565,Tepalcatepec,small_airport
MX-0259,19.2020,-102.8371,Tepalcatepec,small_airport
MX-0260,19.2057,-102.8314,Tepalcatepec,small_airport
MX-0261,19.1781,-101.5003,Tacámbaro,small_airport
MX-0262,19.5457,-101.5753,Pátzcuaro,small_airport
MX-0263,18.9802,-102.7167,Aguililla,small_airport
MX-0264,18.7424,-102.8012,Aguililla,small_airport
MX-0265,19.2371,-101.6795,Ario de Rosales,small_airport
MX-0267,19.2057,-102.6176,Buenavista Tomatlán,small_airport
MX-0268,19.2279,-102.6861,Buenavista Tomatlán,small_airport
MX-0269,21.6550,-100.7765,Santa Maria del Rio,small_airport
MX-0270,30.2948,-106.7515,Villa Ahumada,small_airport
MX-0271,25.5385,-108.4907,Guasave,small_airport
MX-0272,27.9818,-102.0948,San Buenaventura,small_airport
MX-0273,17.9819,-93.2420,Cunduacán,small_airport
MX-0274,28.6558,-106.9005,Cuauhtémoc,small_airport
MX-0275,23.2140,-106.3942,Mazatlán,heliport
MX-0276,19.4278,-99.2041,Miguel Hidalgo,heliport
MX-0277,31.0276,-109.2040,Agua Prieta,small_airport
MX-0278,22.1519,-101.0215,San Luis Potosi,heliport
MX-0279,31.3914,-113.5371,Puerto Peñasco,small_airport
MX-0280,19.4240,-99.2043,Miguel Hidalgo,heliport
MX-0281,23.7623,-99.1434,Ciudad Victoria,heliport
MX-0282,29.5104,-106.1288,Chihuahua,small_airport
MX-0283,19.3508,-99.1869,Alvaro Obregon,heliport
MX-0284,21.6070,-104.8325,Tepic,small_airport
MX-0285,27.8993,-100.5076,Guerrero,small_airport
MX-0286,30.8507,-112.8148,Caborca,small_airport
MX-0287,25.4406,-108.3890,Guasave,small_airport
MX-0288,21.0413,-104.4431,Ixtlan del Rio,small_airport
MX-0289,28.6836,-101.7805,Zaragoza,small_airport
MX-0290,30.4754,-106.5148,Villa Ahumada,small_airport
MX-0291,24.7951,-107.7231,Navolato,small_airport
MX-0292,25.3462,-107.1030,Tamazula,small_airport
MX-0293,30.5066,-115.8871,San Quintín,small_airport
MX-0294,24.7959,-97.8500,San Fernando,small_airport
MX-0295,22.1320,-98.2066,Panuco,small_airport
MX-0297,26.2627,-102.1227,Cuatro Cienegas,small_airport
MX-0298,18.9872,-102.0851,Nueva Italia,small_airport
MX-0299,30.6350,-115.9577,San Quintín,small_airport
MX-0300,29.8252,-111.2448,Carbó,small_airport
MX-0301,26.6532,-108.0943,Choix,small_airport
MX-0302,25.7185,-107.1572,Badiraguato,small_airport
MX-0303,27.1042,-100.8314,Progresso,small_airport
MX-0304,23.6126,-97.8775,Soto La Marina,small_airport
MX-0305,18.7035,-98.8894,Ayala,small_airport
MX-0306,23.6393,-98.4644,Soto La Marina,small_airport
MX-0307,23.2396,-97.8888,Aldama,small_airport
MX-0308,27.5161,-104.1579,Jiménez,small_airport
MX-0309,25.6953,-100.3175,Monterrey,heliport
MX-0310,22.7891,-98.4900,González,small_airport
MX-0311,27.0990,-105.0786,López,small_airport
MX-0312,27.2385,-100.9146,Progreso,small_airport
MX-0313,22.7004,-98.5009,González,small_airport
MX-0314,22.8155,-98.5574,González,small_airport
MX-0315,23.2950,-97.8875,Soto La Marina,small_airport
MX-0316,22.8664,-98.3867,González,small_airport
MX-0317,22.8728,-98.5864,González,small_airport
MX-0318,25.6743,-100.3082,Monterrey,heliport
MX-0319,19.5060,-99.1793,Azcapotzalco,heliport
MX-0320,25.5365,-100.2000,Monterrey,heliport
MX-0321,26.9792,-100.2647,Lampazos de Naranjo,small_airport
MX-0322,32.3008,-114.9750,San Luis Río Colorado,small_airport
MX-0323,19.4372,-99.1481,Cuauhtémoc,heliport
MX-0324,32.4099,-115.0491,Mexicali,small_airport
MX-0325,23.7736,-105.3267,El Salto,small_airport
MX-0326,29.7004,-102.1372,Ciudad Acuña,small_airport
MX-0327,19.3597,-99.2768,Cuajimalpa,heliport
MX-0328,23.3742,-97.9286,Soto La Marina,small_airport
MX-0329,25.4479,-98.4731,China,small_airport
MX-0330,31.2880,-116.3917,Ensenada,small_airport
MX-0331,25.2623,-106.8017,Topia,small_airport
MX-0332,25.9339,-109.2106,Ahome,small_airport
MX-0333,22.5491,-98.0579,Altamira,small_airport
